NED_id,class,ra,dec,zdist,D,F1400,F843,Fsyn,Lsyn,Pcav,L151,Ljet,Lcr,Fcr,Rmax
NGC 1672,g,71.4273,-59.24741,0.00486804917455,20.0529110186,0.0,291.7,248.6550952,38.11925653663364,42.44690756920649,37.77429024148762,40.91050205718941,40.366434012839136,4.832459299542523e-13,17.509672987529594
ESO 552- G 014,j,72.83581,-17.5034,0.0318716007621,135.947523279,966.4,0.0,1116.85844285,40.43404505185574,44.06725952986196,40.08907875670972,42.970663835737085,42.42659579138681,1.2076532016393997e-12,18.539753876803427
2MASX J04531656+2552432,j,73.31905,25.87864,0.0349644119908,149.480566759,828.4,0.0,957.373276135,40.44955509257894,44.078116558368194,40.10458879743292,42.98446777198073,42.44039972763046,1.0311439583847987e-12,18.54665584492525
MCG -03-13-023,j,73.57689,-18.92973,0.0384644127861,164.86702711,361.4,0.0,417.666226455,40.17440129252923,43.8855088983334,39.82943499738321,42.73958088993649,42.195512845586215,4.823188968392094e-13,18.42421240390313
NGC 1692,p,73.84888,-20.57109,0.0357491558883,152.923791788,4586.1,0.0,5300.1081382,41.212539166885044,44.612205410382465,40.86757287173902,43.66352359811316,43.11945555376288,4.705377629699108e-12,18.886183757991468
2MASX J04594407+0519427,j,74.93363,5.32857,0.0554185490934,240.467942775,237.3,0.0,274.245145373,40.31955764488051,43.987118344979294,39.97459134973449,42.868770043529125,42.32470199917885,3.0526475780041064e-13,18.48880698069945
B2 0500+22,p,75.767,23.00033,0.0665138062673,290.890961425,323.2,0.0,373.518883205,40.61907733691074,44.196782129400454,40.27411104176472,43.135342569436034,42.59127452508576,3.853923738113285e-13,18.622093243652902
ARP 187,p,76.22105,-10.24791,0.0410463566185,176.26622053,1482.4,0.0,1713.19428361,40.84544912212094,44.355242379047596,40.50048282697492,43.336813458273106,42.79274541392283,1.6691534881839685e-12,18.72282868807144
NGC 1792,g,76.31023,-37.98075,0.00461337948218,18.1047261581,321.0,363.9,370.976366054,38.204234483746454,42.506392132185454,37.85926818860043,40.98613243011982,40.44206438576954,7.056177721495128e-13,17.547488173994793
NGC 1808,g,76.92643,-37.51305,0.00400441978127,15.6700658228,560.9,805.3,686.465369092,38.346064594677884,42.605673209837455,38.00109829953186,41.11236122884879,40.568293184498515,1.2596230189508597e-12,17.61060257335928
PKS 0508-133,u,77.77002,-13.29187,0.0438189808869,188.553090091,957.2,0.0,1106.2260984,40.714015529085444,44.26323886392275,40.36904923393942,43.21983756047152,42.67576951612124,1.1142720917403407e-12,18.664340739170644
FAIRALL 0790,j,78.66451,-49.05808,0.0958563364863,427.776551323,0.0,1095.3,933.671325924,41.351932291618304,44.70978059769575,41.00696599647228,43.787583479125765,43.24351543477549,8.001483802935571e-13,18.948213698497767
2MASX J05252717-3242157,j,81.36327,-32.70434,0.0795478361005,351.068023293,1251.1,1822.2,1553.30584324,41.40134384430335,44.74436868457528,41.056377549157325,43.831559761015455,43.28749171666518,1.3146138828413618e-12,18.970201839442613
MCG -05-13-021,j,81.41098,-31.55281,0.0344530413899,147.238882804,432.8,603.3,514.273633644,40.16654360643755,43.880008518069225,39.82157731129153,42.73258754931489,42.18851950496462,5.950637892953866e-13,18.42071573359233
2MASX J05295057+2154537,j,82.46072,21.91492,0.0562260190088,244.112405228,444.2,0.0,513.357326484,40.60490378457366,44.1868606427645,40.259937489427635,43.12272810785603,42.57866006350575,5.315809505442963e-13,18.6157860128629
2MASX J05325578+5523356,j,83.2324,55.39327,0.0424010742663,182.26372357,222.1,0.0,256.678663242,40.05009456622929,43.79849418992344,39.70512827108327,42.62894790352954,42.08487985917927,3.058922174551448e-13,18.368895910699656
PKS 0533-594,j,83.55328,-59.40533,0.0671890450634,293.983567524,0.0,832.5,709.651582974,40.90699560788992,44.39832491908588,40.562029312743896,43.3915898306075,42.847521786257225,6.807140587719875e-13,18.750216874238635
2MASX J05444416+1648501,j,86.18403,16.81393,0.020097233355,84.9746500337,734.6,0.0,848.969590353,39.90677522398557,43.698170650352836,39.56180892883955,42.50139368893263,41.957325644582355,1.0491459799387395e-12,18.3051188034012
CGCG 307-023,j,86.60249,63.3591,0.0509532803982,220.385881373,437.1,0.0,505.151930225,40.50909387475866,44.119793705894004,40.16412757961264,43.037457288120684,42.49338924377041,5.359333113092982e-13,18.573150602995227
2MASX J05481986+4144473,j,87.08269,41.74647,0.0460698167784,198.562463512,271.6,0.0,313.885299129,40.211869601060954,43.911736714305604,39.86690330591493,42.77292768452972,42.228859640179444,3.590495452254338e-13,18.440885801199748
ESO 363- G 027,j,87.11501,-32.97723,0.0373676464926,160.037325597,1310.3,1698.0,1514.30010106,40.70795884218591,44.258999183093074,40.36299254703989,43.21444710913093,42.670379064780654,1.5276558935757836e-12,18.661645513500353
ESO 488- G 033,j,87.34015,-25.34655,0.0398635565572,171.039082938,248.6,0.0,287.30443801,40.04383737364805,43.794114155116574,39.69887107850203,42.62337900213224,42.07931095778196,3.4293300471622847e-13,18.366111460001004
ESO 424- G 027,p,87.70766,-31.74072,0.0403321388353,173.108850476,1033.6,1822.3,1553.39108667,40.78722367419596,44.31448456550011,40.442257379049934,43.28499280961987,42.7409247652696,1.5359435901648612e-12,18.69691836374482
NGC 2110,p,88.04749,-7.4562,0.00842453725636,35.3062978146,298.8,0.0,345.320056626,38.753230484340186,42.89068933260107,38.40826418919416,41.47473887064824,40.93067082629796,5.715516875252447e-13,17.791791394259004
UGC 03374,p,88.72334,46.43934,0.0212285742164,89.834529351,257.1,0.0,297.127799727,39.499134201062624,43.41282193430678,39.1541679059166,42.13859317853121,41.594525134180934,4.07124826052957e-13,18.12371854820049
ESO 364- G 018,p,89.30229,-37.47681,0.0446455349644,192.225122504,301.8,457.5,389.988707761,40.27797664519538,43.958011645199704,39.93301035004936,42.83176295380936,42.287694909459084,4.3869598761372764e-13,18.470303435839565
2MASX J05581173+5328180,p,89.54904,53.47165,0.0361577401612,154.718053368,386.4,0.0,446.558466802,40.148264633601336,43.867213237083874,39.80329833845531,42.71631926349066,42.172251219140385,5.191086665867341e-13,18.412581590680215
2MASX J06020973-3956597,j,90.54052,-39.94987,0.0460509143262,198.478275462,396.7,667.0,568.573700713,40.46951704357366,44.0920899240645,40.12455074842764,43.00223390836603,42.458165864015754,6.092968796164054e-13,18.5555389131179
PKS 0605-494,j,91.74198,-49.4934,0.0531562358324,230.2782535,0.0,1454.6,1239.9509821,40.937214691276026,44.41947827745616,40.59224839613,43.418484814821134,42.87441677047086,1.1803205325252765e-12,18.763664366345452
2MASX J06093663+0729211,j,92.40273,7.48913,0.056543605043,245.546893826,267.4,0.0,309.03140275,40.38957582298353,44.03613106965141,40.04460952783751,42.93108622204082,42.38701817769054,3.3793901499934375e-13,18.519965069955294
2MASX J06120351-3257472,j,93.01468,-32.96313,0.0806409099515,356.160531339,347.8,0.0,401.948847706,40.8267666895065,44.342164676217486,40.48180039436048,43.32018609324626,42.77611804889598,3.93473522541629e-13,18.714515005558013
MCG +09-11-006,j,93.88911,51.97989,0.0519911909097,225.042930878,786.7,0.0,909.181019236,40.78248543147221,44.311167795593484,40.43751913632619,43.28077577359574,42.73670772924547,9.000487315862705e-13,18.694809845732756
UGC 03426,p,93.90173,71.03753,0.0140293464065,59.0471573139,1100.4,0.0,1271.72085111,39.766094101180684,43.599693864389415,39.42112780603466,42.37618748963628,41.832119445286004,1.6285852686952848e-12,18.242515703753025
NGC 2207,g,94.09206,-21.37272,0.00891039893031,37.3598007324,393.2,0.0,454.417156176,38.92156814218173,43.00852569309015,38.576601847035704,41.62455938612721,41.080491341776934,7.207278182069177e-13,17.86670165199849
CGCG 308-017,p,94.17524,66.50671,0.014521766454,61.1425130437,287.9,0.0,332.723039835,39.21407376534868,43.21327962930701,38.86910747020266,41.8848893907458,41.34082134639552,4.900313015468117e-13,17.996866654307784
2MASX J06181305-4844580,j,94.55432,-48.74951,0.0472407046898,203.781658307,0.0,2126.5,1812.70161105,40.9959608252644,44.460600571248015,40.650994530118375,43.470768874070785,42.92670082972051,1.7000421575794615e-12,18.789806395970277
NGC 2146,g,94.65713,78.35702,0.00362325669266,15.9303817399,1073.6,0.0,1240.74836946,38.61744039940525,42.79563627314661,38.272474104259224,41.35388569505614,40.80981765070587,2.1254668232368197e-12,17.731364806462956
ESO 365-IG 006 NED01,j,95.00407,-37.19481,0.0327213478749,139.659779866,2897.0,4151.8,3539.1368675,40.95834438498487,44.43426906305235,40.61337808983885,43.437290242222005,42.89322219787173,3.3509545474469844e-12,18.773067080045887
PKS 0620-52,j,95.43043,-52.6926,0.0517280740552,223.861717397,0.0,4840.3,4126.03790639,41.434797196398385,44.76778603104181,41.08983090125236,43.861333244380035,43.31726520002976,3.462538277737065e-12,18.985088581124902
2MASX J06230765-6436211,j,95.78202,-64.60579,0.137655647804,631.366793186,0.0,347.7,296.391417898,41.1917334175445,44.597641385844085,40.846767122398475,43.64500648120008,43.1009384368498,2.645233472685722e-13,18.876925199534924
2MASX J06233595-6434413,j,95.89975,-64.5782,0.046692612026,201.337505797,0.0,377.8,322.049691349,40.2350765760669,43.92798159680977,39.89011028092088,42.79358189228501,42.249513847934736,3.6622966952263163e-13,18.451212905077394
PKS 0625-545,j,96.7066,-54.54287,0.0526346090999,227.933214258,0.0,5337.9,4550.20923094,41.49295091728153,44.808493635660014,41.14798462213551,43.91309005596604,43.36902201161576,3.762667371932724e-12,19.010966986917904
ESO 489- G 057,j,96.71985,-24.6171,0.0223788121732,94.7838629429,263.9,0.0,304.986489102,39.55705372997866,43.453365604548004,39.21208743483264,42.19014155926648,41.6460735149162,4.118070254334952e-13,18.149492738568128
PKS 0625-35,j,96.77799,-35.4876,0.0558112331116,242.239801622,4507.8,6280.0,5353.28761691,41.61641590215417,44.89491912507086,41.27144960700815,44.022973892502684,43.47890584815241,4.290460315800901e-12,19.06590890518623
3C 162,j,97.84464,25.01852,0.0869154025354,385.528966601,1070.7,0.0,1237.39686958,41.38392736179039,44.73217714681621,41.03896106664437,43.81605909157892,43.271991047228646,1.0518796770758002e-12,18.962451504724346
4C +26.23,j,98.89974,26.27719,0.0412102227062,176.99107394,927.3,0.0,1071.67097895,40.64526851943104,44.21511595716467,40.30030222428502,43.1586527218791,42.614584677528825,1.0984264803930393e-12,18.633748319874435
ESO 255- G 017,j,101.10458,-43.73016,0.0628039762814,273.948749123,0.0,3112.4,2653.11662084,41.41839930422334,44.75630750651928,41.07343300907732,43.846739120344246,43.30267107599397,2.2357409324033986e-12,18.977791519107008
ESO 161-IG 027 NED02,j,102.58959,-55.82574,0.050212015129,217.063890094,0.0,1858.5,1584.24920956,40.992302983363295,44.45804008191725,40.64733668821727,43.467513394778805,42.92344535042853,1.4871652610532834e-12,18.788178656324288
B2 0647+28,j,102.62732,28.55956,0.0659782610543,288.440100423,457.5,0.0,528.727998348,40.76264790531029,44.29728152728014,40.417681610164266,43.26312037531163,42.719052330961354,5.260537251352244e-13,18.6859821465907
4C +15.18,j,102.74651,15.31376,0.0580998817403,252.585208676,849.6,0.0,981.873895949,40.916175864046615,44.404751098395565,40.57120956890059,43.39976025858696,42.85569221423668,9.396485116236703e-13,18.754302088228364
IC 0450,p,103.05146,74.42698,0.0195686221123,82.7066755458,269.5,0.0,311.45835094,39.4477854290425,43.37687779389269,39.102819133896475,42.0928927714333,41.54882472708302,4.323471931423531e-13,18.100868344651534
CGCG 204-027,p,103.79185,41.00279,0.0220998377915,93.582704049,225.6,0.0,260.72357689,39.47787580577193,43.39794105760329,39.13290951062591,42.11967320672249,41.57560516237221,3.5917245914987957e-13,18.11425856229613
4C +42.22,j,104.04447,42.61739,0.0611992418697,266.645859762,932.4,0.0,1077.56499598,41.003617485043314,44.465960233093256,40.65865118989729,43.477583301274024,42.93351525692375,1.0086363440724847e-12,18.793213609571897
4C +23.18,j,105.37099,23.22384,0.0966889862604,431.734675887,981.5,0.0,1134.30935602,41.44446969774293,44.77455678198299,41.09950340259691,43.86994177057668,43.325873726226405,9.495742052096337e-13,18.989392844223225
NGC 2325,p,105.66829,-28.69725,0.00771027756855,31.7571601194,254.7,0.0,294.354144654,38.59185779319587,42.77772844880005,38.24689149804985,41.3311171755298,40.78704913117952,5.075219841865074e-13,17.719980546699784
CGCG 085-029,p,106.11981,18.58949,0.0263416116591,111.899077082,247.2,0.0,285.68647255,39.67284700630692,43.53442089797778,39.327880711160894,42.293197575198626,41.74912953084835,3.7459809737809136e-13,18.2010207465342
2MASX J07074155+3503309,j,106.92321,35.0586,0.0820701407524,362.829803713,550.1,0.0,635.744856593,41.04199308336455,44.492823151918124,40.69702678821853,43.511737583779926,42.96766953942965,5.893220314942189e-13,18.810290750824848
NGC 2329,j,107.28328,48.61554,0.0200389493257,84.7725572392,747.0,0.0,863.300141565,39.91197670100335,43.70181168426528,39.567010405857324,42.506023003478454,41.96195495912818,1.0654508892431036e-12,18.307433460674112
PKS 0712-349,p,108.486,-35.02396,0.0444667804037,191.430634915,342.7,430.6,396.054830675,40.28108251467829,43.96018575383774,39.936116219532266,42.83452717764915,42.290459133298874,4.451693949780549e-13,18.47168554775946
B2 0713+36,p,109.15459,36.70517,0.0731530659208,321.417403145,292.4,0.0,337.923643097,40.662261674885684,44.227011165982915,40.31729537973966,43.17377663023373,42.629708585883456,3.4487273050044677e-13,18.64131027405175
4C +53.16,j,109.17177,53.38594,0.0662377714541,289.627504839,1501.4,0.0,1735.15238627,41.282321547860306,44.661053077065155,40.93735525271428,43.725629917181145,43.18156187283087,1.5134612737277157e-12,18.917236917525457
PKS 0715-36,j,109.28367,-36.36634,0.0311091543843,132.620486818,2471.8,3608.5,3076.00929389,40.85251319926276,44.36018723304687,40.50754690411674,43.34310048692933,42.799032442579055,2.9915774613450747e-12,18.72597220239955
2MASX J07171670+4308491,j,109.31954,43.14693,0.0586194334548,254.938167677,246.0,0.0,284.299645013,40.385950357966905,44.03359324413977,40.04098406282088,42.92785955817602,42.38379151382574,3.111794000997472e-13,18.518351738022893
B3 0713+441,p,109.36107,44.08398,0.0678102782118,296.831242127,226.4,0.0,261.648128581,40.482041172122855,44.10085681404894,40.13707487697683,43.01338038277481,42.46931233842454,2.795002270863884e-13,18.56111215032229
UGC 03787,p,109.48984,9.68934,0.0288271453897,122.684330094,319.6,0.0,369.358400595,39.86433049302434,43.66845933867997,39.51936419787832,42.463617878377136,41.91954983402686,4.613820431471897e-13,18.286230898123453
ESO 257- G 004,j,109.56081,-47.19231,0.0424303601281,182.393500713,0.0,905.6,771.964532783,40.52892038575566,44.1336722635919,40.18395409060964,43.05510288290801,42.511034838557734,8.149015920404355e-13,18.58197340038889
2MASX J07193787+5526064,j,109.90782,55.43514,0.0684181054354,299.619703994,331.7,0.0,383.342244923,40.65603174349125,44.22265021400681,40.311065448345225,43.168231991292686,42.62416394694241,3.9184314293451404e-13,18.638537954581228
PKS 0718-34,j,110.19823,-34.11834,0.0280182404231,119.17007334,2459.1,3107.0,2841.95632948,40.72525613376975,44.27110728720176,40.380289838623725,43.22984169864055,42.68577365429027,2.854488427035213e-12,18.66934280825516
NGC 2276,g,111.80984,85.75455,0.00904475897551,37.9600377418,290.8,0.0,336.074539715,38.80439320401609,42.926503236374195,38.459426908870064,41.52027369115979,40.97620564680951,5.490873282383843e-13,17.814558804514782
2MASX J07280854-3641594,j,112.03571,-36.69991,0.0728672950758,320.098043854,405.5,0.0,468.632138427,40.800702429553894,44.32391969425066,40.45573613440787,43.29698890188844,42.752920857538165,4.617892968252791e-13,18.702916409879105
2MASX J07331844-3654533,j,113.32696,-36.91481,0.0230182566057,97.5389204733,198.5,416.6,355.124143504,39.648040409028596,43.51705627988296,39.30307411388257,42.271119703620926,41.72705165927065,4.685811517142711e-13,18.189981810745348
CGCG 286-029,j,113.37456,57.7006,0.0431196006429,185.449321978,305.9,0.0,353.525452885,40.2041755073935,43.90635084873839,39.85920921224748,42.766079941165685,42.22201189681541,4.051822788222585e-13,18.43746192951773
UGC 03927,p,114.3754,59.68421,0.0419085559974,180.08197424,560.6,0.0,647.879597539,40.44173911053373,44.07264537093655,40.09677281538771,42.977511547960496,42.43344350361022,6.991849359108799e-13,18.543177732915133
CGCG 262-029,j,117.15347,55.81637,0.0367655982916,157.389325894,2196.5,0.0,2538.47223688,40.91782728887454,44.40590709577511,40.57286099372852,43.40123002668381,42.85716198233354,2.4282895858806325e-12,18.75503697227679
B3 0749+460A,j,118.18421,45.94932,0.0534056706897,231.400205508,617.6,0.0,713.75390553,40.70158029868406,44.25453420264178,40.356614003538034,43.20877020541428,42.66470216106401,7.212132982631599e-13,18.658807061642026
2MASX J07545738-0222120,u,118.73908,-2.37003,0.09236339094,411.216223235,703.8,0.0,813.374350246,41.25773527330095,44.643842684873604,40.91276897815493,43.70374813282332,43.159680088473046,7.138856528704128e-13,18.906296025346546
NGC 2484,j,119.61712,37.78666,0.041849864283,179.822082411,2717.9,0.0,3141.04880155,41.12606504968781,44.5516735283444,40.78109875454179,43.58656163380763,43.04249358945735,2.8503394892658867e-12,18.847702775838698
NGC 2496,j,119.65563,8.02968,0.0320795150001,136.855414026,536.2,0.0,619.68077096,40.183996306085476,43.89222540782277,39.83903001093945,42.748120452001544,42.20405240765127,7.138672978797475e-13,18.42848218493566
ESO 060-IG 002 NED01,j,124.09518,-70.66105,0.0715204233173,313.886302696,0.0,1940.1,1653.80785121,41.33133409868304,44.695361862641064,40.986367803537014,43.76925108741337,43.2251830430631,1.4247129100096126e-12,18.939047502641575
CGCG 287-066,j,124.40091,59.95378,0.029484340715,125.542504712,464.8,0.0,537.164532529,40.046993228224444,43.79632325332005,39.70202693307842,42.626187712705224,42.08211966835495,6.406593013263176e-13,18.3675158152875
2MASX J08180059-1613599,p,124.50249,-16.23335,0.051140458332,221.225252825,451.5,0.0,521.793860665,40.52647268558007,44.13195887346898,40.181506390434045,43.052924429751734,42.50885638540146,5.511578923737661e-13,18.58088417381075
PKS 0819-569,j,125.24494,-57.09267,0.061266257543,266.950526442,0.0,2394.2,2040.89828223,41.2819872438567,44.660819064262625,40.937020948710675,43.725332386617936,43.18126434226766,1.7802943948951243e-12,18.917088152243853
NGC 2616,j,128.89197,-1.8501,0.031161657225,132.849473674,939.4,0.0,1085.65482327,40.40171576287417,44.04462902757486,40.056749467728146,42.94189076854348,42.397822724193205,1.183564944294256e-12,18.52536734320663
B2 0836+29,j,129.81595,28.84413,0.082320999271,364.001637525,918.4,0.0,1061.38534138,41.267384080583135,44.65059684997113,40.92241778543711,43.712335571304465,43.16826752695419,9.292870768818118e-13,18.910589744587117
2MASX J08445266-1000590,j,131.21948,-10.01641,0.0431891532132,185.757853301,306.7,0.0,354.450004576,40.20675367375724,43.908155565193006,39.86178737861122,42.76837450922942,42.22430646487914,4.0597673205824263e-13,18.438609213549594
NGC 2663,j,131.28436,-33.79476,0.00716692302376,29.966472588,2584.5,2859.6,2986.87980706,39.54779331583388,43.446883314646655,39.202827020687856,42.181899790677626,41.63783174632735,4.042495482518877e-12,18.145371854273698
PKS 0845-331,j,131.83234,-33.33357,0.0381793677403,163.611090892,322.3,0.0,372.478762552,40.11803131693352,43.8460499154164,39.773065021787495,42.689411611656304,42.14534356730603,4.363220209293392e-13,18.399127764763037
NGC 2656,p,131.97136,53.87619,0.0469390040597,202.436033079,1542.3,0.0,1782.42009148,40.98289002594762,44.45145101172627,40.637923730801596,43.459135862678856,42.91506781832858,1.6771859948674606e-12,18.783989890274313
IC 2402,j,131.99605,31.78565,0.0697416182042,305.699090386,1624.8,0.0,1877.76448463,41.36353373407067,44.71790160741241,41.01856743892465,43.79790876290837,43.253840718558095,1.6045064643079274e-12,18.95337634038907
CGCG 332-026,j,133.32887,68.47191,0.0416858307985,179.095841086,297.2,0.0,343.470953244,40.16136533761151,43.87638372989099,39.816399042465484,42.72797889005972,42.18391084570944,3.979503485705369e-13,18.418411403964743
CGCG 033-040,j,135.07565,7.75982,0.0620996828485,270.741709687,240.3,0.0,277.712214214,40.42800963568744,44.06303473854415,40.083043340541415,42.96529231534729,42.421224270997016,3.0074816235232126e-13,18.53706811660853
2MASX J09045929-1227444,j,136.24699,-12.46241,0.0570182731968,247.692040009,253.0,0.0,292.389472311,40.373090151986894,44.02459109995376,40.02812385684087,42.91641397485381,42.372345930503535,3.2107824165498903e-13,18.51262894636179
2MASX J09074701-3535234,u,136.94585,-35.58986,0.0372263794302,159.415786256,1589.5,1483.3,1836.96864126,40.7884687139619,44.31535609333626,40.443502418815875,43.286100895011565,42.74203285066129,1.815763347101491e-12,18.697472406440667
2MASX J09080217-0959378,j,137.00914,-9.99376,0.0543063891254,235.454769485,642.3,0.0,742.299438992,40.7336984370299,44.27701689948387,40.38873214188388,43.23735534854208,42.693287304191806,7.439801792359233e-13,18.67309963320593
2MASX J09092633-0922471,j,137.35973,-9.37983,0.0596848949636,259.768568868,380.0,0.0,439.162053273,40.59110233079917,44.177199625122356,40.246136035653144,43.11044481399673,42.56637676964645,4.563442804624599e-13,18.609644365933253
2MASX J09101737-0937068,j,137.57236,-9.61855,0.0562349676854,244.152816678,460.4,0.0,532.079498228,40.62060432348688,44.19785102000375,40.27563802834086,43.136701587488794,42.59263354313852,5.48781055766363e-13,18.622772752679282
2MASX J09135500-1433516,u,138.47917,-14.56429,0.0559785125675,242.994880249,609.9,0.0,704.855095503,40.73859841083975,44.28044688115076,40.39363211569373,43.24171632523285,42.697648280882575,7.055748297740396e-13,18.67528012155131
Hydra A,j,139.52356,-12.09552,0.0557719583214,242.06254475,40849.9,0.0,47209.8051579,42.56119171768072,45.55626219593944,42.2162254225347,44.86382436832132,44.31975632397104,2.97844908364958e-11,19.486334143095544
IC 2476,j,141.97008,29.98573,0.0269353815349,114.472049471,399.7,0.0,461.929138666,39.90127859570153,43.69432301055401,39.556312300555504,42.49650168975983,41.952433645409556,5.716415316880947e-13,18.3026728038148
NGC 2903,g,143.04213,21.50083,0.00280964490958,10.3758607595,444.5,0.0,513.704033368,37.86206556609479,42.26687388982929,37.51709927094877,40.681602093409836,40.13753404905956,1.0655524317183234e-12,17.395223005639803
NGC 2892,j,143.22049,67.6174,0.0236231639099,100.147544041,235.6,0.0,272.280473029,39.555601423595164,43.45234899007955,39.21063512844914,42.188849006585166,41.64478096223489,3.6778109458628944e-13,18.14884646222747
2MASX J09340714-3728078,j,143.52959,-37.46885,0.064136381916,280.02410864,1015.5,1446.1,1232.70529026,41.10455442716851,44.53661609258089,40.759588132022486,43.56741717976544,43.02334913541517,1.1247275519465747e-12,18.83813054881761
2MASX J09383601-0420061,j,144.65005,-4.33509,0.0716707331279,314.578991596,605.1,0.0,699.307785356,40.959432115533765,44.43503047443657,40.61446582038774,43.438258322410526,42.89419027806025,6.61941929753173e-13,18.773551120140148
ESO 373- G 018,p,144.99686,-33.11855,0.0420937789729,180.90229643,390.6,585.3,498.929815634,40.33223193813274,43.99599035025586,39.98726564298672,42.88005016452362,42.33598212017334,5.535833325494677e-13,18.494447041196693
PKS 0940-304,j,145.60036,-30.73615,0.0384970680275,165.010941403,353.3,400.4,408.305140582,40.16531465214252,43.8791482500627,39.8203483569965,42.73149377999231,42.18742573564204,4.725951900587242e-13,18.420168848931045
NGC 2997,g,146.41164,-31.19109,0.00341846677475,12.5436035265,223.9,423.2,360.750210108,37.873355550202966,42.27477687870501,37.52838925505694,40.69165017926611,40.14758213491584,7.461506873083626e-13,17.40024704856794
NGC 2992,p,146.42519,-14.32636,0.00834706053138,34.8759177548,226.2,0.0,261.416990659,38.6216894209729,42.79861058824397,38.27672312582688,41.35766732425135,40.81359927990108,4.4733928140863246e-13,17.73325562106056
2MASX J09475094-3715272,j,146.96227,-37.25753,0.0411911144296,176.9065409,667.1,974.7,830.867745255,40.534324001571264,44.13745479466282,40.18935770642524,43.059912100983894,42.51584405663362,8.758814340505853e-13,18.584378009426835
MESSIER 082,g,148.96846,69.6797,0.00166287110187,3.67713705822,6432.6,0.0,7434.08901022,38.121551712447804,42.4485141922764,37.77658541730178,40.912544763664016,40.36847671931374,1.4439299662685553e-11,17.510694340766896
NGC 3078,j,149.60246,-26.9266,0.00929951481521,38.6674837225,321.7,0.0,371.785348784,38.86428841438658,42.96842988363354,38.519322119240556,41.573580428389526,41.02951238403925,5.982870558249628e-13,17.841212173129648
2MASX J09592102+0117518,j,149.83752,1.29786,0.102341423185,458.710498308,509.0,0.0,588.246013463,41.211940672571394,44.611786464362915,40.86697437742537,43.66299093817401,43.118922893823736,5.223175035312424e-13,18.88591742802189
MCG -01-26-006,j,150.11287,-7.90385,0.0334591062083,142.886444344,265.7,0.0,307.066730407,39.91651914347561,43.70499139399587,39.57155284832959,42.51006577727877,41.96599773292849,3.78533848442005e-13,18.30945484757427
NGC 3100,j,150.17017,-31.66449,0.0091942679137,38.5548486076,530.2,724.2,617.332944613,39.08198177883329,43.12081523874624,38.737015483687266,41.7673275227471,41.22325947839683,9.40135646106712e-13,17.938085720308436
NGC 3079,g,150.49135,55.68,0.00467457249761,19.5689789652,865.4,0.0,1000.13379185,38.70249875441885,42.85517712165613,38.357532459272825,41.429587631018244,40.88551958666797,1.676765383105726e-12,17.76921577444401
CGCG 266-018,j,151.21597,54.56789,0.0484915401978,209.366504473,229.6,0.0,265.346335346,40.18493181893254,43.892880266815716,39.83996552378652,42.74895305843543,42.20488501408516,3.0560443683433177e-13,18.4288984881526
NGC 3119,j,151.7162,14.37357,0.0295005611391,125.613082288,763.0,0.0,881.791175387,40.26273981355856,43.94734586305393,39.91777351841254,42.818202173652594,42.27413412930232,9.957571418093674e-13,18.463523045761182
MCG -01-26-026,p,152.14035,-4.47767,0.0516142844893,223.351011449,250.1,0.0,289.03797243,40.27823506949925,43.958192542212416,39.93326877435323,42.83199295143981,42.28792490708953,3.2511582223062106e-13,18.47041843465479
NGC 3256,p,156.96364,-43.90382,0.00970310717821,40.6498904596,0.0,1080.7,921.225784649,39.30178916481154,43.27468040893101,38.956822869665515,41.96295609626774,41.41888805191746,1.3269615477284957e-12,18.035900007068758
CGCG 009-062,j,157.54439,-3.16363,0.0380692246066,163.125924311,367.8,0.0,425.062639984,40.172803226641314,43.88439025221186,39.82783693149529,42.73815861129624,42.19409056694597,4.910589619846022e-13,18.423501264583006
CGCG 290-048,j,158.24522,56.74823,0.0462489367913,199.360340029,515.8,0.0,596.104702837,40.49390439994922,44.109161073527396,40.1489381048032,43.02393865554028,42.47987061119,6.34866081968828e-13,18.566391286705027
2MASX J10360578+0006068,j,159.02408,0.1019,0.101454171966,454.463945878,544.6,0.0,629.388563717,41.23322203755266,44.6266834198498,40.888255742406635,43.681931353007336,43.13786330865706,5.558447196626159e-13,18.895387635438553
PKS 1037+05,j,159.91142,5.17568,0.069861337712,306.249523515,461.3,0.0,533.119618881,40.818279828665176,44.33622387362856,40.47331353351915,43.31263278709748,42.7685647427472,5.230015126395369e-13,18.710738352483624
CGCG 154-041 NED01,p,160.82779,31.51835,0.0361806258391,154.818584444,748.5,0.0,865.033675986,40.43598351989049,44.06861645748628,40.09101722474447,42.97238907228801,42.428321027937734,9.348972643708954e-13,18.54061649507889
2MASX J10460990-2921094,j,161.54134,-29.35268,0.0607320111055,264.522488786,589.2,0.0,680.932320496,40.7973334692031,44.32156142200511,40.45236717405708,43.293990527176234,42.74992248282596,6.715623312653426e-13,18.701417222523002
NGC 3343,j,161.5432,73.35307,0.0218316605216,92.428495891,695.2,0.0,803.435419566,39.9558670656153,43.73253493949365,39.61090077046928,42.54508542798309,42.001017383632814,9.806062517461937e-13,18.32696467292643
PKS 1046-426,p,162.13397,-42.85773,0.0575315922193,250.013397524,0.0,320.9,273.54617775,40.35226153505005,44.010011068097974,40.007295239904025,42.89787650578001,42.353808461429736,3.019749674321032e-13,18.503360211824894
